,can,seed,score,time
16,COc1ccc(cc1)C(=O)NCCCN2CCN(CCCCNc3ccc(Cl)cc3OC)CC2,seed_6_1,-8.433333333333334,90.77064394950867
17,COc1ccc(cc1)C(=O)NCCCN2CCN(CCCCNc3nc(C)ccc3Cl)CC2,seed_6_2,-8.833333333333334,80.88129711151123
18,COc1ccccc1NC(=O)CCCCNC(=O)c2ccc(Cl)cc2SCC(C)C,seed_7_1,-7.666666666666667,63.520525217056274
19,COc1ccccc1NCCCCNC(=O)c2ccc(Cl)cc2Sc3ccccc3,seed_7_2,-8.966666666666667,65.4855306148529
20,COc1ccc(cc1)c2oc(c(Cl)c3)c3cccc(CNC(=O)NCc3ccc(O)cc3)n2,seed_8_1,-10.766666666666666,58.94076180458069
21,COc1ccccc1N2CCN(CCCCNc3ccc(cc3)NC(=O)c3ccc(C=C)cc3)nn2,seed_8_2,-9.766666666666667,89.80544209480286
22,COc1ccccc1OCc2ccccc2OCc3ccccc3OCCOCCNC(=O)CC,seed_8_3,-12.0,116.24751949310303
23,COc1ccccc1N2CCN(CCCCCCc3ccc(CCCO)cc3)CC2,seed_9_1,-8.333333333333334,70.50518941879272
24,COc1ccccc1N2CCN(CCCCCCc3ccc(Cl)cc3)CC2=O,seed_9_2,-8.633333333333333,50.772916078567505
25,COc1ccccc1N2CCN(CCCCCCc3ccc(Cl)cc3OC)CC2=O,seed_9_3,-8.633333333333333,59.77285885810852
26,COc1ccccc1N2CCN(CCCCCCc3cccc(Cl)c3)CC2=O,seed_9_4,-8.733333333333333,50.212419271469116
27,COc1ccccc1NCCCCNC(=O)c2ccc(Cl)cc2Cn3cccc3,seed_9_5,-7.733333333333333,57.31833362579346
28,COc1ccccc1N2CCN(CCc3ccc(cc3)NC(=O)c3ccccc3)CC2=O,seed_12_1,-10.066666666666666,50.217933893203735
29,CC(Cl)(Cl)c1cc(cc(n1)N4CCN(C4)N(C4CC4)C(=O)N)Cl,seed_13_1,-8.066666666666665,27.25911545753479
30,COC(=O)Nc1ccc(CCNCCCCN2CCOCc3ccccc32)cc1,seed_13_2,-8.6,57.42561483383179
31,COC(=O)Nc1ccc(CN2CCN(CCCCc3ccccc3)CC2)cc1,seed_13_3,-8.666666666666666,49.40741848945618
32,COCCN(C)C(=O)NCCCN2CCN(CC2)c3ccc(Cl)cc3Cl,seed_13_4,-7.566666666666666,42.823890209198
33,COCCS(=O)(=O)Nc2cc(Cl)cc(NCc3ccc(Cl)cc3)n2,seed_13_5,-7.766666666666667,41.90678787231445
34,COCSc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1OC,seed_14_1,-7.833333333333333,34.77442407608032
35,COc1ccccc1N2CCN(CCCCNc3oc(C)c(Cl)c3)nn2,seed_14_2,-8.366666666666665,46.11615467071533
36,COc1ccccc1N2CCN(CCCCNc3oc(Cl)cc3O)CC2=O,seed_14_3,-8.0,50.8442063331604
37,Cn1nc(cnn1Cc1ccccc1)[nH]1CCCCNC(=O)[C@@H](CC1)c5ccccc5,seed_14_4,-8.633333333333333,38.066510915756226
38,C1CC(CCCCCN2C(=O)CCCCNCC2=O)c3cccc(Cl)c3OC=S1,seed_15_1,-9.366666666666665,46.34831714630127
39,C1CCN(CCCCNC(=O)CCc2ccc(Cl)cc2)c3ccccc3OCC1=O,seed_15_2,-9.733333333333334,52.148489475250244
40,C1cc(cc1c2ccccc2)C3(CCN(CCCSc4ncccn4)CC3)N=C,seed_15_3,-8.700000000000001,48.09938955307007
41,CC(C(c1ccccc1)c1ccccc1)c2ccc(nn2)N4CC[n]4C(=O)c4cccnc4,seed_15_4,-9.0,49.39015793800354
42,COc1ccccc1N2CCN(CCCCc3ccc(cc3)Nc3cnccn3)CC2=O,seed_15_5,-9.233333333333334,61.2260959148407
43,COc1ccccc1N2CCN(CCCCc3ccc(cc3)Nc4ncncn4)CC2,seed_15_6,-8.933333333333332,64.27394819259644
44,CC(Cl)(c1ccc(cc1)c2nn(Cl)c(nc2c1)c2c(Cl)cccc12)C(=O)N(C)Cl,seed_16_1,-10.5,27.82322597503662
45,Cn1cc(CCCCCCNC(=O)c2ccc(Cl)cc2)cc1Cc2ccc(Cl)cc2,seed_16_2,-8.866666666666665,62.708521366119385
46,COc1ccc(CN2CCN(CCCCNS(=O)(=O)c3ccccc3)CC2)c(O)c1OC,seed_19_1,-7.900000000000001,77.58675837516785
47,COCCN(C)CCNC(=O)c2cc(Cl)cc(Cl)c2OC,seed_20_1,-6.066666666666666,32.73416209220886
48,COc1ccccc1OCc2cccc(OCCOCc3cccc(O)c3)C(CNC(=O)COCccc2)C(O)C,seed_21_1,-7.6000000000000005,119.55661582946777
49,COc1ccccc1OCc2ccccc2CCNC(=O)c2ccc(OCCCNCc3ccccc3)nc2,seed_21_2,-9.5,119.48362159729004
50,COc1ccc(CCCCN2CCN(CCCCNS(=O)(=O)CC=C3CCC3)CC2)cc1,seed_22_1,-8.133333333333333,84.81508946418762
51,COc1ccccc1OCc2ccccc2OCc3ccc(OCCCNC(=O)CO)cc3,seed_22_2,-8.700000000000001,95.71317672729492
52,COc1cc(COC(=O)c2ccc(OCCOCCOCCOCCOCCOCCO)cc2)ccc1OCCCCC,seed_23_1,-7.133333333333333,302.3163547515869
53,CC(Cl)(CCl)c1cc(cc(n1)c2cccc(c2)S(=O)(=O)N)N(C)C,seed_24_1,-7.866666666666666,34.5019428730011
54,COc1ccccc1N2CCN(CCCCCC(=O)Nc3cccc(Cl)c3)CC2=O,seed_24_2,-8.933333333333332,58.61770749092102
55,COc1ccc(cc1)C(=O)NCCCOCc2ccc(CN3CCCNCC3)c(Cl)c2,seed_25_1,-8.766666666666667,63.80743479728699
56,COc1ccccc1OCc2ccccc2OCc3ccc(OCCCNC(=O)CO)cc3,seed_25_2,-9.066666666666666,91.55577111244202
57,COc1ccccc1OCc2ccccc2Sc3ccc(CCCOCCOCCO)cc3,seed_25_3,-8.766666666666667,98.03353881835938
58,CS(=O)(=O)Nc1ccc(CCN2CCN(CCCCCCc3ccccc3)CC2)cc1OC,seed_25_4,-9.166666666666666,88.77830243110657
59,COc1ccccc1CCNCCCNC(=Cc2ccc(Cl)c3ccccc23)C(=O)C=CC,seed_26_1,-8.299999999999999,79.10470986366272
60,COc1ccccc1CCNCCCNC(=Cc2ccc(Cl)c3ccccc23)C(C)C,seed_26_2,-9.033333333333333,68.34670805931091
61,COc1ccccc1CCc2cccc(CCCCNCc3ccc(Cl)cc3)c2O,seed_26_3,-8.966666666666667,70.16040873527527
62,COc1ccccc1CCc2ccccc2CCNCCCCNC(=O)c3ccccc3,seed_26_4,-8.733333333333334,86.3938512802124
63,COc1ccccc1CCc2ccccc2CCNCCCCc3cccc(Cl)c3,seed_26_5,-8.966666666666667,75.89753580093384
64,COc1ccccc1Cc2ccccc2CCNC(=O)c3ccc(Cl)cc3Cl,seed_26_6,-8.200000000000001,46.32408952713013
65,COc1ccccc1Cc2ccccc2CCNCCCC(c2ccccc2)C(=O)C=C=C,seed_26_7,-8.299999999999999,91.35537123680115
66,COc1ccccc1Cc2ccccc2CCNCc3ccc(CCCCCCCC=C)nc3,seed_26_8,-8.233333333333333,108.43404746055603
67,COc1ccccc1NC(=O)c2ccc(CCCCN3CCCCCCC3)c(Cl)c2,seed_26_9,-9.133333333333333,50.27786302566528
68,C1=Cc2ccccc2C=CC(CC=C\C=C\CNC(=O)c3cc(Cl)ccc3O)COCCC1,seed_27_1,-10.2,53.04385018348694
69,CS(=O)(=O)c2ccccc2N(Cc2ccccc2)CCc3ccc(Cc2ccccc3)nn2,seed_27_2,-9.966666666666667,55.299463748931885
70,CS(=O)(=O)c2ccccc2N(Cc3ccccc3)CCN(c3ccccc3)Cc2ccccc2,seed_27_3,-9.133333333333333,69.66856694221497
71,COc1ccccc1Oc2ccccc2,seed_29_1,-6.533333333333334,16.2327721118927
72,CC(Cl)(Cl)c1ccc(cc1)c4ccc(N4CCN(C)CN4)nc4,seed_31_1,-8.299999999999999,20.026243209838867
73,CCCC(O)(CCc1ccccc1O)c4ccc(OCCl)cc4,seed_31_2,-7.566666666666667,40.74402666091919
74,COc1ccc(Cl)c(N)c1NC(=O)CCCN2CCN(C)CC2,seed_31_3,-7.433333333333334,35.596715211868286
75,COc1ccc(Cl)c(N)c1NC(=O)CCCN2CCc3ccccc32,seed_31_4,-10.833333333333334,40.42228126525879
76,COc1ccccc1N2CCN(CCCCCCCC(=O)Nc3ccccc3)CC2=O,seed_32_1,-8.533333333333333,69.17711734771729
77,COc1ccccc1N2CCN(CCCCCCCC(=O)Nc3ccccc3OC)CC2,seed_32_2,-8.433333333333334,75.01736664772034
78,COc1ccccc1N2CCN(CCCCCCCC(=O)Nc3ccccc3OC)CC2=O,seed_32_3,-8.533333333333333,80.26470017433167
79,COc1ccccc1N2CCN(CCCCCCCCc3cccc(Cl)c3)CC2=O,seed_32_4,-8.266666666666666,76.35107469558716
80,COc1ccccc1N2CCN(CCCCCCc3ccc(CCCCCCC=C)cc3)CC2=O,seed_32_5,-8.299999999999999,107.17638373374939
81,COc1ccccc1N2CCN(CCCCCCc3ccc(CCCCCCl)cc3)CC2=O,seed_32_6,-8.0,90.4805097579956
82,COc1ccccc1N2CCN(CCCCCCc3cccc(Cl)c3O)CC2=O,seed_32_7,-8.366666666666667,65.84029650688171
83,COc1ccccc1N2CCN(CCCCc3ccc(cc3)CC3=CC(=O)NCC=C3)CC2=O,seed_32_8,-9.766666666666666,63.16704535484314
84,CCCC(O)(Cl)c1ccc(cc1)c4cc(N4CCN4C)ccn4,seed_33_1,-7.633333333333333,29.84109139442444
85,COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCCC,seed_35_1,-7.033333333333334,57.2065052986145
86,COC(=O)Nc1ccc(CCCCN2CCN(Cc3ccccc3)CC2)cc1Cl,seed_35_2,-9.733333333333333,54.7650260925293
87,COc1ccc(Cl)c(CN2CCN(CCCCc3cccc(Cl)c3)CC2=O)c1,seed_35_3,-8.966666666666667,51.38907766342163
88,COc1ccc(Cl)c(CNCC(=O)Nc3ccc(Cl)cc3Cl)cc1=O,seed_35_4,-9.966666666666667,44.16772222518921
89,COc1ccc(Cl)c(CNCC(=O)Nc3ccc(Cl)cc3SCC)c1,seed_35_5,-8.0,43.116984844207764
90,CN(C)CCNC(=O)c2cc(Cl)c3c(Cl)cccc3n2,seed_36_1,-7.300000000000001,23.261210441589355
91,COCCNC(=O)NCCCNc1nc(C)sc1OC,seed_36_2,-6.2,37.41511154174805
92,COCCNC(=O)NCCCNc1nc(Cl)c(Cl)cc1O,seed_36_3,-6.8999999999999995,39.59814167022705
93,COCCNC(=O)NCCCOCc2ccc(Cl)c(Cl)c2,seed_36_4,-6.566666666666666,48.8498694896698
94,COCCNC(=O)NCCCc2ccc(Cl)c(Cl)c2,seed_36_5,-6.966666666666666,32.7214720249176
95,COCCNC(=O)c2ccc(Cl)c(NC(=O)C3CCC3)c2,seed_36_6,-7.466666666666666,29.71152901649475
96,COCCNC(=O)c2ccc(Cl)c(NC(=O)NC3CC3)c2,seed_36_7,-7.233333333333333,31.110970973968506
97,COc1ccc(cc1)c3ccccc3NS(=O)(=O)c3ccc(CCC(=O)NC)cc3,seed_37_1,-8.266666666666666,51.14308428764343
98,COc1ccc(cc1)c3ccccc3NS(=O)(=O)c3ccc(CCCCNC(=O)C=CC=C)nc3,seed_37_2,-9.266666666666667,92.60007357597351
99,CS(=O)(=O)Nc2ccc(cc2)CCCNC(=CC=Cc3ccc(Cl)cc3)C(=O)NC,seed_37_3,-9.466666666666667,61.901732444763184
100,COc1ccc(CCC(=O)NCc2ccc(cc2)c3ccc(Cl)cc3)cc1OCCOC,seed_38_1,-9.733333333333334,80.51993370056152
101,COc1cc(CN2CCN(CC3=C(CC(=O)NCc3ccccc3)CC2=O)C3=O)ccc1OC,seed_39_1,-8.9,36.20330762863159
102,COc1ccc(cc1)C(=O)NCCCN2CCN(CCCCNC(=O)Nc3ccccc3)CC2,seed_39_2,-9.166666666666666,82.73448896408081
103,COc1ccc(cc1)C(=O)NCCCN2CCN(CCCCNc3ncc(C)cc3OC)CC2=C,seed_39_3,-8.766666666666667,101.9155683517456
104,COc1ccc(cc1)S(=O)(=O)NCCCNC(=O)c2ccc(OCCCCCO)cc2,seed_39_4,-8.0,86.09941077232361
105,COc1ccc(CCNC(=O)c2ccc(OCCNCc3ccccc3)nc2)cc1,seed_41_1,-8.733333333333333,76.11903429031372
106,COC(=O)Nc1ccc(CCN2CCN(Cc3cc(Cl)cc(Cl)c3O)CC2)cc1,seed_42_1,-9.266666666666667,49.1034893989563
107,COC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1OC=C=C,seed_42_2,-7.8,47.71567130088806
108,COC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1OCc3ccccc3,seed_42_3,-9.066666666666665,53.553290367126465
109,COCC(=O)Nc1c(Cl)cc(Cl)c(NC(=O)NC2=CCCNCC2)c1OC,seed_42_4,-6.5,47.733463525772095
110,COCC(=O)Nc1ccc(CCN2CCN(Cc3ccc(Cl)cc3OC)CC2)cc1,seed_42_5,-9.1,54.14317321777344
111,COC(=O)NCCCC(=O)Nc2ccc(Cl)c(Cl)c2,seed_43_1,-6.833333333333333,29.07714343070984
112,COC(=O)NCCCCNC(=C2CCCCC2)C(=C(C)C)COC,seed_43_2,-7.133333333333333,54.84109425544739
113,COC(=O)NCCCCNC(=CC=C\c1ccccc1)C(=O)N,seed_43_3,-7.3999999999999995,44.711018323898315
114,COCC(=O)Nc2ccc(CCCCN3CCOCC3)cc2F,seed_43_4,-7.133333333333333,38.43044447898865
115,COCCCCCNC(=O)c2ccc(CCCCCCCO)s2,seed_43_5,-6.366666666666667,67.3081464767456
116,COc1ccc(cc1)C(=O)NCCCN2CCN(CCCCNC(=O)c3ccc(Cl)cc3)CC2,seed_44_1,-8.433333333333332,88.43023586273193
117,COc1ccc(cc1)N2CCN(CCCCNC(=O)c3ccc(cc3)C(=O)Nc4ccccc4)CC2,seed_44_2,-9.833333333333334,83.84435772895813
118,COc1ccc(cc1)c2oc(c(Cl)c2)C(=O)NCCCNC(=O)c3ccc(Cl)cc3OC,seed_44_3,-9.1,62.28874230384827
119,COc1ccc(cc1)c2oc(cc2)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,seed_44_4,-9.6,70.031170129776
120,COc1ccc(cc1)c3ccccc3OCc4c(cccc4)C(=O)NCC(=O)NCC(=O)N=C=C,seed_44_5,-8.1,106.86968398094177
121,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)C(=O)Nc4ccccc4)CC2,seed_44_6,-9.6,88.26150035858154
122,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)N4CCc5ccccc45)CC2,seed_44_7,-10.1,76.72137141227722
123,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccccc4)CC2=O,seed_44_8,-9.566666666666666,78.1857967376709
124,COc1ccc(cc1)C(=O)NCCCCN(CCCCN2CCN(CC2)c3ccccc3)Cc2ccccc2,seed_45_1,-8.700000000000001,137.3013038635254
125,COc1ccc(cc1)C(=O)NCCCOCc2ccc(CN3CCN(CC3)c5ccccc2O)CCCCCC5,seed_45_2,-9.233333333333334,84.96100354194641
126,COc1ccccc1OCc2ccccc2COc3ccccc3OCCOCCOCC3CCN(C)C3=O,seed_45_3,-8.533333333333333,148.0008246898651
127,COc1ccccc1OCc2ccccc2COc3ccccc3OCCOCCOCc2ccccc2,seed_45_4,-8.933333333333332,145.86430048942566
128,COc1ccccc1OCc2ccccc2CCc3cccc(c3)C(=O)NCCCNCc3ccccc3OC,seed_46_1,-9.5,139.8203296661377
129,COc1ccccc1OCc2ccccc2CCc3cccc(c3)C(=O)NCCCOCCCN(CC3=O)cc3C=C,seed_46_2,-9.766666666666666,162.09861731529236
130,COc1ccccc1OCc2ccccc2COc3ccccc3OCCOCCOCc2ccccc2OC,seed_46_3,-9.066666666666665,138.05162644386292
131,CC1=CC=CC=CC=CC=CC=CC=CC=CCC=CCCn2nnnc2C[C@H](CCCCCCCCC)[nH]c1=O,seed_49_1,-8.366666666666665,68.23808860778809
132,COC(=O)c1ccc(CCCCN2CCN(CCCCNC(=O)c3ccc(Cl)cc3)CC2)cc1,seed_50_1,-8.9,86.99519467353821
133,Cc1ccc(cc1)C(=O)NCCCC(c2ccc(Cl)cc2)C(=O)NCc3ccc(Cl)cc3OC,seed_50_2,-8.1,74.33511328697205
134,Cc1ccc(cc1)C(=O)NCCCCN2CCN(CCCCNc3ccc(Cl)cc3OC)CC2=C,seed_50_3,-8.966666666666667,95.73954701423645
135,COC(=O)NCCCCCNC(=O)c1ccc(CCCCc2ccc(Cl)cc2)cc1OCc3ccccc3,seed_51_1,-10.633333333333333,150.68706727027893
136,Cc1ccc(cc1C(=O)NCCCC(c2ccccc2)c3ccccc3OCc2ccccc2)C(=O)NC,seed_51_2,-8.733333333333334,97.1069962978363
137,C1CCN(CCCN2CCN(CC2)C(=O)c3ccc(F)cc3)CC1,seed_52_1,-8.166666666666666,29.296308279037476
138,C1CCN(CCCNC(=O)C2=CCN(Cc3ccccc3)CC2)C1=O,seed_52_2,-8.333333333333334,36.50004839897156
139,CN(C)C(=O)NCCCNC(=O)c2cc(Cl)cc(Cl)c2,seed_52_3,-7.133333333333333,28.137131214141846
140,CCc1ccccc1c1ccccc1c1ccccc1c1nncn1CCCC(=O)NCCC,seed_53_1,-9.1,78.63799047470093
141,CCc1ccccc1c1ccccc1c1ccccc1c1nncn1CCCCCCCCC,seed_53_2,-7.8999999999999995,79.26281499862671
142,COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OC=C\C=C\C=C,seed_53_3,-6.7,52.33440136909485
143,COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCCC,seed_53_4,-7.133333333333333,48.20004630088806
144,COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCl,seed_53_5,-6.933333333333333,34.55646228790283
145,COc1ccc(CCN2CCN(CCCCNc3occc3Cl)CC2)cc1,seed_53_6,-8.0,36.640655517578125
146,COc1ccc(CCNC(=O)c2ccc(cc2)N3CCN(CC3)c4ccccc4)cc1,seed_53_7,-9.733333333333333,28.93119215965271
147,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(Cl)cc3)CC2,seed_53_8,-8.633333333333333,29.48983383178711
148,COc1ccccc1NC(=O)NCCCOCc3ccc(Cl)c(Cl)c3,seed_53_9,-7.866666666666667,28.773948907852173
149,COc1ccccc1N2CCN(CCCCCCc3cc(C=Cc(cc3)C(=O)C)CC2=O)CCC=C,seed_54_1,-6.633333333333333,27.711615562438965
150,CC(=C)CCCNC(=O)c2ccc(CCCCCO)s2,seed_55_1,-6.166666666666667,24.202829599380493
151,CC1COc2ccccc2O1,seed_55_2,-6.233333333333334,6.711553335189819
152,CCCCCC(=O)NCC2=CCCNCC3CCOc3c2C,seed_55_3,-7.433333333333334,16.726593255996704
153,CCCCCCC(=O)NCC2=CC3CCC(C2)OC3=O,seed_55_4,-7.766666666666666,16.44210433959961
154,CCCCCCCNC(=O)CCCCN2CCOCC2,seed_55_5,-6.2,24.635051488876343
155,CCCCCCCNC(=O)CCCCNC(=O)CC,seed_55_6,-6.0,24.793142080307007
156,COCCCCCC(=O)Nc2ccc(CCCCCO)cc2,seed_55_7,-6.166666666666667,29.07480812072754
157,COCCCCCNC(=O)c1ccc(Cl)c(CCCCC)c1,seed_55_8,-7.233333333333333,23.669376850128174
158,COCCCCCNC(=O)c1ccc(Cl)c(Cl)c1,seed_55_9,-6.099999999999999,15.149687767028809
159,COCCCCCNC(=O)c2ccc(Cl)c(Cl)c2,seed_55_10,-6.166666666666667,15.083537101745605
160,CCc1ccccc1c1ccccc1c2ccccc2CCCCC(=O)N,seed_57_1,-7.8999999999999995,25.030425786972046
161,CN(C)C(=O)NCCCCNC(=O)c2ccc(Cl)c(Cl)c2,seed_57_2,-7.366666666666667,17.421034812927246
162,COC(=O)NCCCCNC(=O)c1cc(Cl)c(Cl)c(Cl)c1,seed_57_3,-7.3,17.237823247909546
163,COC(=O)NCCNC(=O)c2ccc(Cl)c(Cl)c2Cl,seed_57_4,-6.766666666666667,13.832154989242554
164,COCC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1,seed_57_5,-6.833333333333333,19.26353120803833
165,COCCN(C)CC(=O)Nc2cc(Cl)c3cc(Cl)ccc3c2,seed_57_6,-7.966666666666666,17.185750484466553
166,COCCN(C)CC(O)CCC(O)c1ccc(Cl)c(Cl)c1,seed_57_7,-6.366666666666667,24.38660430908203
167,COCCN(CCC)CC(=O)Nc2ccc(Cl)c(Cl)c2,seed_57_8,-7.266666666666667,19.03410267829895
168,COCCNC(=O)NCCCCN2CCC(CC2)c3ccccc3,seed_57_9,-7.666666666666667,25.99690008163452
169,C,seed_58_2,-7.6000000000000005,24.693754196166992
170,C,seed_58_3,-7.366666666666667,26.418800354003906
171,C,seed_58_4,-7.466666666666666,24.761826038360596
172,C,seed_58_5,-7.5,25.229105710983276
173,CCC(C)SC(F)(F)CCOC,seed_58_6,-4.666666666666667,11.55855417251587
174,CCN2CC3CCCCC3CCNCC2C1CCCCC1,seed_58_7,-6.3,12.824784755706787
175,Cc1ccccc1Br,seed_58_8,-5.166666666666667,5.886152029037476
176,Fc1cccc(Bc1)S(=O)(=O)C1CC1,seed_58_9,0.0,0.07837557792663574
177,S,seed_58_10,-0.6333333333333333,5.783249378204346
178,c1CC2CCCCCCC1CCCCCCC2,seed_58_11,-7.466666666666666,6.9623122215271
179,COC(=O)NCCCC(=O)NC1=C(C1)N2CCN(CCCCc3ccc(Cl)cc3)CC2=O,seed_59_1,-8.8,43.72321319580078
180,COc1ccc(cc1)C(=O)NCCCCN2CCN(CC3)C(CC3)(CC2)c4ccc(O)cc4,seed_59_2,-9.6,45.76243448257446
181,COc1ccc(cc1)C(=O)NCCCCN2CCN(CCC3=C(CC3)c4ccc(Cl)cc4)CC2,seed_59_3,-8.333333333333334,39.87972068786621
182,COc1ccc(cc1)C(=O)NCCCCNC(=O)c2ccc(Cl)cc2OCC3CCNCC3,seed_59_4,-8.133333333333333,48.622859477996826
183,COc1ccc(cc1)C(=O)NCCCCNC(=O)c2ccc(Cl)cc2OCc3ccccc3,seed_59_5,-10.466666666666667,45.906718254089355
184,COc1ccc(cc1)C(=O)NCCCN2CCN(CCCCNC(=O)c3ccc(C)cc3)CC2,seed_59_6,-8.799999999999999,45.72474265098572
185,COc1ccc(cc1)c3ccccc3NS(=O)(=O)NC(=O)CCc3ccccc3OCCl,seed_59_7,-11.833333333333334,37.80092191696167
186,COc1ccc(cc1)c3ccccc3OCCOCCOCCOCCNC(=O)CCCCO,seed_59_8,-7.633333333333333,76.16530179977417
187,CN(C)C(=O)NCCN(CCc2cc(Cl)c(Cl)c(Cl)c2)CC(C)(C)O,seed_60_1,-7.833333333333333,28.318941354751587
188,CN(C)C(=O)NCc1ccc(CN2CCN(Cc3cc(Cl)ccc3OC)CC2)cc1,seed_60_2,-9.3,26.468464374542236
189,CN(CCNC(=O)c1ccc(Cl)c(Cl)c1)C(=O)Nc3ccc(Cl)cc3OC,seed_60_3,-8.733333333333333,24.431973457336426
190,CN(CCNC(=O)c1ccc(Cl)c(Cl)c1)NC(=O)Nc3ccc(Cl)cc3OC,seed_60_4,-8.3,25.584061861038208
191,CN(C)CCCC(c1ccc(Cl)cc1)c2ccccc2OC,seed_61_1,-7.233333333333333,25.957313060760498
192,CN(C)CCCCNC(=O)c1ccc(Cl)c(Cl)c1,seed_61_2,-6.166666666666667,14.698413372039795
193,CN(C)CCCCNC(=O)c2ccc(Cl)c(Cl)c2,seed_61_3,-6.3,14.796126127243042
194,C(=C)(C)CCCNC(=O)NCCCCNC(=C1CCCCCCCCCC1)c1ccccn1,seed_62_1,-9.066666666666666,39.44995880126953
195,CC(=CC(=O)Nc1ccccc1)Nc2ccc(CCCCN3CCCCCC3)nc2,seed_62_2,-9.633333333333333,29.473222017288208
196,COc1ccccc1N2CCN(CCCCCCCCCc3ccccc3)CC2=O,seed_62_3,-8.4,36.307929277420044
197,COc1ccccc1N2CCN(CCCCCCCCCc3ccccc3OC)CC2,seed_62_4,-7.3,38.50564193725586
198,COc1ccccc1N2CCN(CCCCCCCCc3ccccc3OC)CC2=O,seed_62_5,-7.8,36.26152801513672
199,COc1ccccc1NCCCCNCCCCNC(=O)c2cccc(Cl)c2,seed_62_6,-8.033333333333333,35.37224841117859
200,COc1ccccc1NCCCCNCCCCNC(=O)c2ccccc2Cl,seed_62_7,-7.733333333333333,35.66844630241394
201,CC(=CC(=O)Nc1ccccc1)Nc3ccc(CCCCCCCCCO)cc3,seed_63_1,-8.200000000000001,42.58674097061157
202,CC(=CC(=O)Nc1ccccc1)Nc3ccc(CCCCCCCl)cc3OC,seed_63_2,-8.333333333333334,30.10341477394104
203,CC(=CC(=O)Nc1ccccc1)Nc3cccc(CCCCCCCCCCO)c3,seed_63_3,-8.0,42.87692856788635
204,CN(C)c1ccc(Cl)c(c1)c2c(C)ccc(CNCC3CCCC3)c2,seed_64_1,-8.4,17.952973127365112
205,C(C)(C)c1ccc(CCNCCCCNc2ccc(Cl)cc2)cc1,seed_65_1,-7.866666666666667,25.15641188621521
206,C1CC(CC1)C2=CCC(CC2)NC(=O)c3cc(Cl)cc(Cl)c3Cl,seed_65_2,-8.6,12.834866762161255
