	label	Descriptor-based DNN	Fingerprint-based DNN	Graph-based GCN
C1CCC(CCCCCCCCCC(c2ccc(Cl)cc2)NC(=O)c3ccc(O)cc3O)c1	seed_159_1	0.964939995306518	0.32553323252028943	0.9987063233050826
C1CCC(CCCCCNC(=O)CC2=CC3=C1c3ccccc2)Sc3cccnc3OC	seed_121_1	0.9998123479289388	0.0018940709273511187	0.9999319810991868
C1CCC(CCCCCOCCCCCCNC(=O)C2=CCC(CC2)n3c(C)cc(Cl)c3O)CC1	seed_191_1	0.9999839626475824	0.0028730852071452225	0.16239786266699333
C1CCC(CCCCN2CC=CC(=O)CC2=O)NCc3ccccc3Sc3ccccc13	seed_472_1	0.6802904181697049	0.07633939246242158	0.162690932298575
C1CCC(CCCCNC2CCCCC2)C(=O)c3ccc(Cl)cc3CC1=O	seed_65_3	0.7792853559349471	0.07462760082230194	0.9153007060770716
C1CCC(CCCCNCCCCC1)c2oc(cc2)c3ccc(Cl)cc3OC	seed_165_1	0.9999630358940652	0.6182864925815068	0.9996291459934802
C1CCCN(CCCOCCCOCCF)CC1=O	seed_334_3	0.0044868565465481704	0.029408438226827077	6.114475237516286e-06
C1CCC[C@H]1CCc1ccccc1Oc1ncc(cc1)c4ccccc4C(=O)c5ncccc5	seed_164_1	0.9956304787359636	0.9908174777384954	0.9945382347773692
C1CCCc2ccccc2CSc3ccccc3SCCCNS(=O)(=O)ccc1=O	seed_4_1	0.0001055866102849896	0.0019964495971001046	0.1272370153182592
C1CCN(CCCCN2CCN(CC2)C(=O)c3ccc(Cl)cc3OC)CC1	seed_343_1	0.9343096905283949	0.4094203872212071	0.984965689773864
C1CCN(CCCCN2CCN(CC2)C(=O)c3ccc(Cl)cc3OC)c1	seed_315_1	0.956931341475317	0.7505544199078334	0.8427669457306902
C1CCN(CCCCNC(=O)CCc2ccc(Cl)cc2)c3ccccc3OCC1=O	seed_15_2	0.9971435249134634	0.9293302173940688	0.9999615677309442
C1CCN(CCCCNC(=O)c2ccc(Cl)cc2)c3ccccc3OCC1=O	seed_103_1	0.8628694574335485	0.8085689674946229	0.9995461155326744
C1CCN(CCCN2CCN(CC2)C(=O)c3cc(Cl)c(O)cc3)CC1	seed_315_2	0.002780911646110413	0.0014083251792206062	0.9880807600838316
C1CCN(CCCN2CCN(CC2)C(=O)c3ccc(F)cc3)CC1	seed_52_1	9.758091674561164e-05	0.01277297745950436	0.9882309904306276
C1CCN(CCCNC(=O)C2=CCN(Cc3ccccc3)CC2)C1=O	seed_52_2	0.0028003663926777	0.002016552889876119	1.2347471349027526e-05
C1CCSc2ccccc2SC1=O	seed_183_1	9.290903008204506e-09	0.0001810357883423904	4.858544611253769e-09
C1N=C(CCN2CCN(CC=Cc3ccccc3)CC2)c3ccccc3SCCC1=O	seed_92_3	0.9384416541372396	0.9997509397145692	0.9962571203841256
C1cc(cc1c2ccccc2)C3(CCN(CCCSc4ncccn4)CC3)N=C	seed_15_3	0.9952715673110633	0.6440668486074149	0.02731235477993442
C3CCCCc2cc(ncnnc13)ccc(nc2CC(=O)[C@@H]2CCCCCCCCC2=O)c1	seed_417_1	0.0009500232898512828	0.0004264814093925689	1.935962765289269e-05
CB(F)c1ccccc1OCc2ccccc2	seed_337_1	0.0007085924491448412	0.010768480191782009	0.00023674117382764008
CB(F)c1ncccc1OCc2ccccc2	seed_337_2	0.0010512421124943153	0.003327298463972818	1.471469431659865e-07
CB1CC(CC1=S)n2nc(C)c(Cl)c2CCNC(=O)CCc3ccc(CC)s3	seed_172_1	1.3314485727890374e-05	0.0005245950555371948	2.7725533809719964e-07
CB1CCC(CC1)NC(=O)c2cc(Cl)cc(CCCCNC3CCCOCC3)n2	seed_386_1	0.9017091545313818	0.1402126469186571	0.007730217440597061
CB1CCC(CC1=O)c2nc(CCCCCNS(=O)(=O)c3ccccc3)sc2C	seed_447_1	0.08868874945726596	0.001021851828216125	0.00016006523864150739
CBS(=O)(=O)Nc1ccc(CCCCN2CCN(Cc3ccccc3)CC2)cc1	seed_342_1	0.999418635607534	0.9981677749731176	0.9999829645376952
CC(=C)CCC(=O)N=C1CC2=C1c3cc(Cl)cc(O)c23	seed_340_1	1.1951434025207458e-06	1.0821088279176013e-05	1.1124167634870784e-08
CC(=C)CCC(=O)Nc2ccc(CC3CCC3)c(O)c2OC	seed_340_2	3.408888970323842e-06	0.007934849871099959	0.4483598196668312
CC(=C)CCC(=O)Nc2ccc(CC3CCCO3)cc2F	seed_116_1	0.0007716446287845157	0.00017122627272231347	0.41392089188081205
CC(=C)CCC(=O)Nc2ccc(CCCCCCO)cc2	seed_329_1	0.0343259668491251	0.0005901036370570282	0.9365758722372076
CC(=C)CCC(=O)Nc2ccc(CCCCCO)c(C)c2	seed_340_3	0.0009814392771759733	0.00023938841859400038	0.7358469771706949
CC(=C)CCC(=O)Nc2ccc(CCCCCO)c(Cl)c2	seed_340_4	0.0009700716282341061	0.0011044880779272708	0.9826908278827571
CC(=C)CCC(=O)Nc2ccc(CCc3ccccc3)n2C	seed_116_2	0.050548912368784366	0.018796213884036867	0.4182709665162018
CC(=C)CCC(=O)Nc2ccc(Cl)c(Cl)c2Cl	seed_81_1	5.356026819545127e-07	0.0025982502752641273	0.00014475298264534882
CC(=C)CCC(=O)Nc2ccc(Cl)c(Cl)c2OC	seed_116_3	3.385644387121205e-07	0.0003832687162544167	0.0017092882708566336
CC(=C)CCCC(=O)Nc2ccc(CCCCCCCO)cc2	seed_80_1	0.9244181502642214	0.0006786424901121663	0.9853458009499344
CC(=C)CCCC(=O)Nc2ccc(Cl)c(C=CCCO)c2	seed_77_2	0.00012073686992720398	0.0011991606497148042	0.1056983064271458
CC(=C)CCCC(=O)Nc2ccc(Cl)c(Cl)c2C=C=C	seed_330_1	0.00020207121857322575	0.01532583150336952	0.2531045419538178
CC(=C)CCCC(=O)Nc2ccc(Cl)c(Cl)c2Cl	seed_80_2	4.5362036648374035e-06	0.007086958742019807	0.01476698019238522
CC(=C)CCCCNC(=O)c1ccc(CF)c(Cl)c1C	seed_116_4	0.00012508248314144674	0.0004217860997463248	0.003761349424238911
CC(=C)CCCNC(=C2CC2)c3oc(C)c(Cl)c3OC	seed_283_2	0.0022074256067759726	0.0037493801557990014	0.9839522002745794
CC(=C)CCCNC(=O)c2ccc(CCCCCO)s2	seed_55_1	1.1991862999944572e-06	9.794825073119727e-05	0.033021963852759614
CC(=CC(=O)NCCCCNCCC=C)c1ccc(Cl)cc1C	seed_325_1	0.8428796195547873	0.007912969391641019	0.8792438894539879
CC(=CC(=O)Nc1ccccc1)Nc2ccc(CCCCN3CCCCCC3)nc2	seed_62_2	0.3330040011438774	0.9455025095086208	0.995332936156992
CC(=CC(=O)Nc1ccccc1)Nc3ccc(CCCCCCCCCO)cc3	seed_63_1	0.8795854350640353	0.034558993970021566	0.8540691146928472
CC(=CC(=O)Nc1ccccc1)Nc3ccc(CCCCCCCl)cc3OC	seed_63_2	0.9971547997243062	0.18132894466352129	0.5607077486426024
CC(=CC(=O)Nc1ccccc1)Nc3cccc(CCCCCCCCCCO)c3	seed_63_3	0.8805211916053827	0.1111418814317346	0.9397376823400316
CC(=CC=CCCC1=CCC(=CC2=O)CC2)Nc3ccccc3C1=O	seed_329_2	0.00575392190925237	0.0005412749201337153	2.578778428985021e-06
CC(=CC=CCCCCC=C)c1ccc(CCc2ccccc2)nn1	seed_77_3	0.9997911997863579	0.040961995343802175	0.9834583743683613
CC(=CC=CCCCCCC=C)c1ccc(C=CCCCCC)nn1	seed_330_2	0.9999968583511096	0.007650336597290339	0.9349177076852307
CC(=CC=CCCCCCOCc1ccc(Cl)cc1O)COCC=C	seed_80_3	0.9926868758805462	0.012209751266194906	0.9930509403329116
CC(=O)OC1(CCCCC1)C(F)(F)F	seed_334_4	2.684546573946324e-08	0.0040910421114551294	4.636002343633869e-08
CC(C(C)C)c1cc(cc(n1)c2ccc(cc2)S(=O)(=O)N(C)CCCl)Cl	seed_349_1	0.4182658965642603	0.4891590587146759	0.8631165854241265
CC(C(Oc1ccccc1O)c4ccccc4)c4ccccc4Cl	seed_375_1	0.0005503040223104416	0.4345126776732712	0.013881475949393613
CC(C(c1ccccc1)c1ccccc1)c2ccc(nn2)N4CC[n]4C(=O)c4cccnc4	seed_15_4	0.5669237661194211	0.08508498549872548	0.38890640365670304
CC(CC(=O)n1nc(cc1n1cccc1)c1ccccc1c2nc(CC)nnc2CC)c1ccccc1CC	seed_133_1	0.941653299993372	0.057010480799774575	0.9829188304680982
CC(CCCc1ccccc1)C(=O)Nc2ccccc2CCNCc2ccccc2CC=C	seed_341_1	0.9999784305594652	0.9990471130200634	0.9999219530155826
CC(Cl)(CCl)c1cc(cc(n1)c2cccc(c2)S(=O)(=O)N)N(C)C	seed_448_1	0.004501964170451445	0.09960656503942933	0.015449976589016475
CC(Cl)(Cc1ccc(cc1)c2ccccc2)N4CCN(C4)c4ccccn4	seed_407_1	0.999997793817597	0.9919339076079186	0.06672421674118598
CC(Cl)(Cc1ccc(cc1)c2ccccc2)N4CCN(CC4)c4ccccn4	seed_403_1	0.9997908572881564	0.9843623763671034	0.34948691555522005
CC(Cl)(Cc1ccc(cc1)c2ccccc2)n4nnc(Cl)c4Cl	seed_403_2	0.45671067647555896	0.5986218691830999	0.00010157880103049692
CC(Cl)(Cc1ccccc1)c2ccc(NS(=O)(=O)N(C)CCl)cc2	seed_343_2	0.8959984590902504	0.8589146695887343	7.648526411786742e-08
CC(Cl)(Cc1ccccc1)c4ccc(NS(=O)(=O)C(C)C)cc4	seed_365_1	0.09273249191958116	0.6066455092712651	6.050757726534052e-06
CC(Cl)(Cc1ccccc1)c4ccc(NS(=O)(=O)C(C)Cl)cc4	seed_108_1	0.768580105949916	0.7602433188161287	7.066469579395336e-08
CC(Cl)(Cc1ccccc1)c4ccc(NS(=O)(=O)C(C)Cl)cn4	seed_470_1	0.012238081745103494	0.8842446445263611	1.2374767121143508e-08
CC(Cl)(Cc1ccccc1)c4ccc(NS(=O)(=O)CCl)cc4	seed_343_3	0.9364860273553276	0.7334392403727584	6.515689005607812e-06
CC(Cl)(Cl)c1cc(cc(O)c1O)N(C)C(O)(O)c4cc(Cl)ccc4	seed_465_1	0.35208078650897273	0.7133968202492971	0.0030943545711457038
CC(Cl)(Cl)c1cc(cc(n1)N4CCN(C4)N(C4CC4)C(=O)N)Cl	seed_13_1	0.8415796060482196	0.935743245004508	0.0004672085241729836
CC(Cl)(Cl)c1cc(cc(n1)S(=O)(=O)N(C)C)c4cccc(Cl)c4	seed_468_1	8.574422349403407e-05	0.0025917265309147648	3.351701775414285e-05
CC(Cl)(Cl)c1ccc(OS(=O)(=O)Cl)cc1	seed_289_1	8.917828585866675e-05	0.009104424477862435	6.0456378228807275e-05
CC(Cl)(Cl)c1ccc(cc1)N2CCN(C2)c4ccccn4	seed_157_1	0.998870435407812	0.5962334616634397	0.9994086556287126
CC(Cl)(Cl)c1ccc(cc1)N2CCN(CC2)c4ccccn4	seed_223_1	0.7286902342466542	0.5659554421249793	0.0035164726845897877
CC(Cl)(Cl)c1ccc(cc1)S(=O)(=O)c4cc[nH]c4Cl	seed_299_1	0.6213317574831155	0.1605410325055973	0.0001872381672057222
CC(Cl)(Cl)c1ccc(cc1)c4ccc(N4CCN(C)CN4)cc4	seed_300_1	0.9999923392627058	0.6068228673052782	0.9997698247037888
CC(Cl)(Cl)c1ccc(cc1)c4ccc(N4CCN(C)CN4)nc4	seed_435_1	0.999990588191584	0.3104856107738045	0.9998467937429036
CC(Cl)(Cl)c1ccc(cc1)c4ccc(N4CCN(C)CN4)nn4	seed_429_1	0.989711965188212	0.03107954351601755	0.989286758803077
CC(Cl)(Cl)c1ccc(cc1)c4ccc(N4CCN(C)CN4C)cc4	seed_435_2	0.999998247423479	0.7489274294845428	0.9999139659531484
CC(Cl)(Cl)c1ccc(cc1)c4ccc(NS(=O)(=O)CC)cc4	seed_372_1	0.991834311332305	0.913409740869812	0.058694883492708974
CC(Cl)(c1c(Cl)cccc1O)c4ccc(NS(=O)(=O)C(C)C)cc4	seed_372_2	0.0065833429564486155	0.5085500315845289	0.015424534621759684
CC(Cl)(c1c(N)cccc1O)c4ccc(NS(=O)(=O)C(C)C)cc4	seed_109_1	0.041813176001634464	0.7715906339034645	1.4244292479346638e-05
CC(Cl)(c1ccc(cc1)c2nn(Cl)c(nc2c1)c2c(Cl)cccc12)C(=O)N(C)Cl	seed_16_1	1.749184657862444e-05	0.005430576193641991	0.04030046071307575
CC(Cl)(c1ccccc1)c2cc(nc(n2)N(C)Cl)c4cccc(NCl)c4	seed_108_2	0.5113203584563797	0.3232916125618789	0.002767624389372424
CC(Cl)(c1ccccc1)c2cc(nc(n2)S(=O)(=O)N(CC(C)Cl)Cl)Cl	seed_274_1	0.023462710001064858	0.0979845920468132	0.0002792523732688784
CC(Cl)(c1ccccc1OCl)c4cccc(OCl)c4Cl	seed_456_2	0.0364279086969983	0.00046917200666170847	0.0005840150847511473
CC(Cl)c1ccc(cc1)S(=O)(=O)c4ccc(Cl)cc4	seed_224_1	0.31983099484688104	0.9936981090414918	0.9965008788280064
CC(Cl)c1ccc(cc1)c2ccc(OS(=O)(=O)N(CCCl)CCl)cc2	seed_448_2	0.8485209799840363	0.7370266736940196	2.499875379329411e-06
CC(Cl)c1ccc(cc1)c4ccc(NS(=O)(=O)N(C)C(C)C)cc4	seed_461_1	0.7853659118495041	0.8404540744502758	0.00022593267823500565
CC(O)(Cl)c1ccc(O)c(OS(=O)(=O)C(C)Cl)c1	seed_423_1	2.4861114013744783e-05	0.002539804174543454	0.007360569429470734
CC(O)(Cl)c1ccc(OC2CC2)c(OS(=O)(=O)Cl)c1	seed_423_2	0.0005446925940949471	0.020012935074672653	0.002282153062302953
CC(O)(O)c1c(O)[nH]c(n1)c4c(Cl)c(Cl)ccc4Cl	seed_285_1	0.0070747180637870605	0.00031685503778890097	4.639790763390006e-05
CC(c1ccccc1O)c4ccc(N4CCC(C)(Cl)cn4)nn4	seed_278_1	0.003455262105840832	0.0006390561440478133	0.0006427377451045025
CC1=CC(C)CCCN(CCCCN2CCc3ccccc3C2=O)c4ccccc14	seed_138_1	0.99153987916898	0.5785755775074645	0.9999782177960882
CC1=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(=O)Nc2nnnn2CCCCC1	seed_255_1	0.9255758009799776	4.878283158314828e-06	0.5948739740997098
CC1=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCc2=Ncnn2CC=CC1=O	seed_344_1	0.9979515785104882	4.1277769005513624e-05	0.8415767259568931
CC1=CC=CC=CC=CC=CC=CC=CC=CCC=CCCn2nnnc2C[C@H](CCCCCCCCC)[nH]c1=O	seed_49_1	0.9999999865527494	5.949789637586045e-06	0.042560795572346086
CC1CCCCC1NC(=O)[C@H]1CCCCCCNCCCCNC(=O)CCCCC1	seed_430_1	0.005730759180880749	0.0012101915984072274	0.0074139258753830066
CC1COc2ccccc2O1	seed_55_2	3.3931682244118124e-05	0.00015565490776882533	7.171916802051911e-05
CC1Cc2ccccccc2cc1CCCCOc1ccccc1CCCCCCC	seed_450_1	0.9999934197924658	0.6742739150925922	0.6240668163027134
CC1Oc2ccccc2O1	seed_116_5	8.116617316080396e-06	0.0002765964848385566	5.604735299355942e-08
CCC(C)SC(F)(F)CCOC	seed_58_6	1.963996287067344e-09	0.11948483253401244	5.571506870258709e-05
CCCC(O)(CCc1ccccc1O)c4ccc(OCCl)cc4	seed_31_2	0.004731666265638646	0.17137972985056507	0.9998688002974088
CCCC(O)(Cl)c1ccc(cc1)c4cc(N4CCN4C)ccn4	seed_33_1	0.07342407076761885	0.6259868007859558	1.1122585691321974e-05
CCCC(c4ccccc4Cl)n4c(SCCl)nn4Cl	seed_435_3	0.0004674175615015665	0.0029425183982574373	0.0023354194498736657
CCCCCC(=O)NCC2=CCCNCC3CCOc3c2C	seed_55_3	3.545087827205642e-05	0.0016403689617669251	2.0541996688819835e-06
CCCCCCC(=O)NCC2=CC3CCC(C2)OC3=O	seed_55_4	5.828577046994281e-07	0.0004698572890996484	0.001386226042784782
CCCCCCC(=O)NCCCCNc1ncccc1C=C	seed_489_1	0.4145044899919391	0.037711706492581834	0.056183275762114654
CCCCCCC(=O)Nc2ccc(CCCCCO)cc2	seed_77_4	0.9620255086167456	0.00625383585463723	0.5657736764485073
CCCCCCC(=O)Nc2ccc(Cl)c(Cl)c2	seed_330_3	0.1114933651990609	0.1201006663615974	0.03189508931872845
CCCCCCC(=O)Nc2ccc(Cl)c(Cl)c2F	seed_330_4	3.5522988152796205e-05	0.07385910072891265	9.084531579205424e-05
CCCCCCCC(=O)Nc2ccc(CCCCO)cc2	seed_314_1	0.9146060809353952	0.006247677729398131	0.5305007095545555
CCCCCCCC(=O)Nc2ccc(Cl)c(CF)c2	seed_177_1	0.6553105123894706	0.05134433669609735	0.7338498644324702
CCCCCCCC(C)COCCOCCCCC	seed_177_2	0.9913428338461046	0.4862040485338992	0.007730498725942281
CCCCCCCCCC1=C(C1C=Cc2ccccc2)C(=O)N	seed_79_1	0.9070335352091098	0.832461052515683	0.004903387504021978
CCCCCCCCNC(=O)c1ccc(Cl)c(Cl)c1	seed_177_3	0.8697672163200413	0.09317681742831163	0.9549852796600251
CCCCCCCNC(=O)CC=CC=CC=CC=C	seed_489_2	0.5800423535967605	0.042090897415214136	0.001597665897574368
CCCCCCCNC(=O)CCCCN2CCOCC2	seed_55_5	0.053166186821762405	0.0008146192037886296	0.013116671918299176
CCCCCCCNC(=O)CCCCNC(=O)CC	seed_55_6	0.0004300850881610872	0.0070513160313887486	0.018440194594974414
CCCCCCCNC(=O)c1ccc(Cl)c(Cl)c1	seed_314_2	0.5124352610395805	0.03045281370206616	0.6313646593279554
CCCCCCCNC(=O)c2oc(C)nc2OC	seed_489_3	6.052485060014389e-05	0.0687706310381378	4.262006544191689e-05
CCCCOc1ccc(O)c(c1)c2ccc(CO)cc2	seed_177_4	0.034037964407488	0.13172094796153574	0.8444107851139916
CCCCc1ccc(CCCCCCO)c(OC)c1	seed_177_5	0.9172808626178952	0.08168963131011117	0.017293819858061305
CCCCc1ccc(CCCCO)c(OCC)c1OC	seed_116_6	0.19248758191262866	0.01232327027186066	0.0019783197591360193
CCCCn1cc(cc1Cl)S(=O)(=O)c2cc(ccc2Cl)n4cccn4	seed_379_1	0.027403749344132176	0.585768113877484	0.007143669136209014
CCN2CC3CCCCC3CCNCC2C1CCCCC1	seed_58_7	0.0008390202025882988	0.1109452655447404	0.1826690247893236
CCNC1=Cc2ccc(OCCO)cc2C1	seed_337_3	0.0018201875472633304	0.0011951376572205384	0.02007563395883363
CCS(=O)(=O)c2ccc(Cl)c(Cl)c2Cl	seed_289_2	0.03895052304468093	0.5430628324435631	0.007126811060701402
CCc1ccccc1CCCCc1ccccc1CCCC	seed_116_7	0.9387324049219986	0.8208040782352594	0.9988219642516958
CCc1ccccc1c1ccccc1c1ccccc1CCc2ccccn2	seed_271_1	0.9791887083444296	0.9453220095780458	0.9940913383789366
CCc1ccccc1c1ccccc1c1ccccc1c1nncn1CCCC(=O)NCCC	seed_446_1	0.9999146881588452	0.013904454690098256	0.997669985633986
CCc1ccccc1c1ccccc1c1ccccc1c1nncn1CCCCCCCCC	seed_53_2	0.9999993585869322	0.1432253922122917	0.9999483918313672
CCc1ccccc1c1ccccc1c2ccccc2CCCCC(=O)N	seed_57_1	0.7762972221466656	0.9796155608422858	0.9998284782945872
CCc1ccccc1c1ccccc1c2ccccc2CCCCCC(=O)N	seed_162_1	0.9491900893751783	0.9855698540185786	0.9998985359580312
CCc1ccccc1c1ccccc1c2ccccc2CCCCCC(=O)N1CCC1	seed_84_1	0.9999887041253976	0.9849296263771468	0.9989899728775936
CCc1ccccc1n1cccc1C(=O)NC[C@@H]1CCCCCc2ccc(nc2C)C(=O)OCC1	seed_447_2	0.4804252457080677	0.0001662012932982734	0.5904057284664818
CCc1ccccc1n1cccc1C(=O)OCc1ncccc1CCCc1ccccc1CC	seed_395_1	0.965479692997908	0.698981087243561	0.9852287407646548
CF	seed_335_10		0.16194451973894153	3.479521779598918e-18
CN(C)C(=O)NCCCCNC(=O)c1cc(Cl)c(Cl)c(Cl)c1	seed_258_1	0.0002918728808993463	0.047202584397560116	5.1201933012916775e-08
CN(C)C(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1	seed_426_1	0.0015281015896227454	0.0556777800736977	1.1993415254173828e-06
CN(C)C(=O)NCCCCNC(=O)c2ccc(Cl)c(Cl)c2	seed_57_2	0.0015281015896227454	0.0556777800736977	1.1993415254173828e-06
CN(C)C(=O)NCCCNC(=O)c2cc(Cl)cc(Cl)c2	seed_52_3	0.00020350763305782604	0.4471087232408768	0.000462168679329996
CN(C)C(=O)NCCN(CCc2cc(Cl)c(Cl)c(Cl)c2)CC(C)(C)O	seed_60_1	0.9944089116280732	0.8264273834439284	0.13196279259564406
CN(C)C(=O)NCc1ccc(CN2CCN(Cc3cc(Cl)ccc3OC)CC2)cc1	seed_60_2	0.007813897825214066	0.7313924323005472	0.9885541677746662
CN(C)C(=O)Nc2cc(Cl)cc(NC(=O)C3CCCNC3)c2Cl	seed_171_1	0.0011068876091772674	0.14083260704667067	0.04801028117815605
CN(C)C(=O)Nc2cc(Cl)cc(NC(=O)O)c3cc(Cl)cc23	seed_84_2	0.5394504830736395	0.0016126620458432304	0.5589415626472358
CN(C)C(=O)Nc2ccc(Cl)c(NCCl)c2Cl	seed_426_2	5.4906615878274356e-05	0.2732756498654369	0.02867963551509698
