ID	Label
seed_35_1	hERG blocker
seed_57_1	hERG non-blocker
seed_29_4	hERG blocker
seed_35_3	hERG blocker
seed_35_4	hERG blocker
seed_104_1	hERG blocker
seed_54_1	hERG blocker
seed_54_2	hERG blocker
seed_104_2	hERG blocker
seed_78_1	hERG non-blocker
seed_61_1	hERG blocker
seed_102_1	hERG blocker
seed_103_1	hERG blocker
seed_102_2	hERG blocker
seed_54_3	hERG blocker
seed_54_4	hERG non-blocker
seed_102_3	hERG blocker
seed_102_4	hERG blocker
seed_109_1	hERG blocker
seed_128_1	hERG blocker
seed_103_3	hERG blocker
seed_127_2	hERG non-blocker
seed_54_5	hERG non-blocker
seed_102_5	hERG blocker
seed_102_6	hERG blocker
seed_59_2	hERG blocker
seed_109_2	hERG blocker
seed_127_3	hERG blocker
seed_6_1	hERG non-blocker
seed_30_1	hERG non-blocker
seed_29_5	hERG blocker
seed_6_2	hERG non-blocker
seed_29_6	hERG non-blocker
seed_29_7	hERG non-blocker
seed_29_8	hERG non-blocker
seed_29_9	hERG blocker
seed_29_10	hERG blocker
seed_6_5	hERG non-blocker
seed_29_11	hERG non-blocker
seed_29_12	hERG blocker
seed_0_3	hERG blocker
seed_59_3	hERG blocker
seed_59_4	hERG blocker
seed_59_5	hERG blocker
seed_59_6	hERG blocker
seed_59_7	hERG blocker
seed_87_2	hERG non-blocker
seed_90_1	hERG non-blocker
seed_37_2	hERG blocker
seed_37_3	hERG blocker
seed_37_4	hERG blocker
seed_23_2	hERG blocker
seed_19_8	hERG blocker
seed_21_4	hERG blocker
seed_19_10	hERG blocker
seed_112_1	hERG blocker
seed_112_2	hERG blocker
seed_114_1	hERG blocker
seed_112_3	hERG blocker
seed_112_4	hERG blocker
seed_112_5	hERG blocker
seed_114_2	hERG blocker
seed_112_6	hERG blocker
seed_114_3	hERG blocker
seed_114_4	hERG blocker
seed_112_7	hERG blocker
seed_114_5	hERG blocker
seed_126_2	hERG blocker
seed_126_3	hERG blocker
seed_114_6	hERG blocker
seed_126_4	hERG blocker
seed_126_5	hERG blocker
seed_111_2	hERG blocker
seed_126_6	hERG blocker
seed_40_1	hERG blocker
seed_37_5	hERG blocker
seed_91_1	hERG blocker
seed_126_7	hERG blocker
seed_40_2	hERG blocker
seed_37_6	hERG blocker
seed_91_2	hERG blocker
seed_91_3	hERG blocker
seed_40_3	hERG blocker
seed_91_4	hERG blocker
seed_91_5	hERG blocker
seed_91_6	hERG non-blocker
seed_91_7	hERG blocker
seed_91_8	hERG blocker
seed_91_9	hERG blocker
seed_91_10	hERG blocker
seed_126_8	hERG blocker
seed_126_9	hERG blocker
seed_126_10	hERG non-blocker
seed_91_11	hERG non-blocker
seed_91_12	hERG blocker
seed_91_13	hERG blocker
seed_114_7	hERG non-blocker
seed_111_3	hERG non-blocker
seed_126_11	hERG non-blocker
seed_126_12	hERG non-blocker
seed_112_8	hERG blocker
seed_40_4	hERG blocker
seed_40_5	hERG blocker
seed_40_6	hERG blocker
seed_23_3	hERG blocker
seed_115_14	hERG non-blocker
seed_88_4	hERG non-blocker
seed_108_1	hERG non-blocker
seed_88_5	hERG non-blocker
seed_32_1	hERG non-blocker
seed_61_2	hERG blocker
seed_37_7	hERG non-blocker
seed_61_3	hERG non-blocker
seed_54_6	hERG non-blocker
seed_15_1	hERG blocker
seed_126_13	hERG non-blocker
seed_128_2	hERG non-blocker
seed_126_14	hERG non-blocker
seed_23_4	hERG blocker
seed_114_8	hERG non-blocker
seed_114_9	hERG non-blocker
seed_112_9	hERG blocker
seed_126_15	hERG non-blocker
seed_102_7	hERG blocker
seed_102_8	hERG blocker
seed_36_1	hERG non-blocker
seed_83_3	hERG blocker
seed_83_4	hERG blocker
seed_59_8	hERG blocker
seed_59_9	hERG blocker
seed_59_10	hERG blocker
seed_40_7	hERG blocker
seed_62_2	hERG blocker
seed_30_2	hERG blocker
seed_30_3	hERG blocker
seed_83_5	hERG blocker
seed_121_12	hERG blocker
seed_120_1	hERG blocker
seed_53_1	hERG non-blocker
seed_83_6	hERG blocker
seed_83_7	hERG blocker
seed_53_2	hERG non-blocker
seed_83_8	hERG blocker
seed_64_1	hERG non-blocker
seed_120_2	hERG blocker
seed_120_3	hERG non-blocker
seed_121_13	hERG non-blocker
seed_116_1	hERG non-blocker
seed_121_15	hERG non-blocker
seed_119_15	hERG non-blocker
seed_94_1	hERG blocker
seed_49_2	hERG blocker
seed_12_1	hERG non-blocker
seed_3_1	hERG non-blocker
seed_140_1	hERG non-blocker
seed_56_1	hERG non-blocker
seed_14_1	hERG non-blocker
seed_122_11	hERG non-blocker
seed_129_3	hERG non-blocker
seed_48_1	hERG non-blocker
seed_56_2	hERG blocker
seed_56_3	hERG blocker
seed_56_4	hERG non-blocker
seed_56_5	hERG non-blocker
seed_56_6	hERG blocker
seed_14_2	hERG non-blocker
seed_56_7	hERG non-blocker
seed_56_8	hERG non-blocker
seed_56_9	hERG non-blocker
seed_121_16	hERG blocker
seed_120_4	hERG non-blocker
seed_121_17	hERG blocker
seed_66_1	hERG non-blocker
seed_66_2	hERG blocker
seed_66_3	hERG blocker
seed_66_4	hERG non-blocker
seed_66_5	hERG non-blocker
seed_16_1	hERG blocker
seed_24_1	hERG non-blocker
seed_31_4	hERG non-blocker
seed_115_15	hERG non-blocker
seed_110_1	hERG non-blocker
seed_53_3	hERG non-blocker
seed_110_2	hERG non-blocker
seed_87_4	hERG non-blocker
seed_90_2	hERG non-blocker
seed_90_3	hERG non-blocker
seed_90_4	hERG blocker
seed_87_7	hERG non-blocker
seed_90_5	hERG non-blocker
seed_90_6	hERG non-blocker
seed_87_8	hERG non-blocker
seed_90_7	hERG non-blocker
seed_87_9	hERG non-blocker
seed_87_10	hERG blocker
seed_90_8	hERG non-blocker
seed_90_9	hERG non-blocker
seed_90_10	hERG non-blocker
seed_129_4	hERG non-blocker
seed_115_16	hERG non-blocker
seed_115_17	hERG non-blocker
seed_115_18	hERG non-blocker
seed_115_19	hERG non-blocker
seed_115_20	hERG non-blocker
seed_58_1	hERG blocker
seed_117_1	hERG non-blocker
seed_83_9	hERG non-blocker
seed_113_5	hERG blocker
seed_113_6	hERG non-blocker
seed_113_7	hERG blocker
seed_113_8	hERG non-blocker
seed_113_9	hERG non-blocker
seed_65_1	hERG blocker
seed_60_1	hERG non-blocker
seed_66_6	hERG non-blocker
seed_33_1	hERG blocker
seed_68_3	hERG non-blocker
seed_139_2	hERG non-blocker
seed_33_2	hERG non-blocker
seed_58_2	hERG non-blocker
seed_58_3	hERG blocker
seed_40_8	hERG non-blocker
seed_13_1	hERG blocker
seed_51_1	hERG non-blocker
seed_53_4	hERG non-blocker
seed_45_1	hERG non-blocker
seed_45_2	hERG blocker
seed_14_3	hERG blocker
seed_38_1	hERG non-blocker
seed_66_7	hERG non-blocker
seed_66_8	hERG non-blocker
seed_39_1	hERG non-blocker
seed_16_2	hERG non-blocker
seed_15_2	hERG non-blocker
seed_139_3	hERG non-blocker
seed_16_3	hERG non-blocker
seed_31_5	hERG non-blocker
seed_66_9	hERG non-blocker
seed_64_2	hERG non-blocker
seed_64_3	hERG non-blocker
seed_21_5	hERG non-blocker
seed_39_2	hERG non-blocker
seed_63_1	hERG non-blocker
seed_64_4	hERG non-blocker
seed_127_4	hERG non-blocker
seed_15_3	hERG non-blocker
seed_15_4	hERG non-blocker
seed_15_5	hERG blocker
seed_15_6	hERG non-blocker
seed_15_7	hERG non-blocker
seed_38_2	hERG non-blocker
seed_127_5	hERG non-blocker
seed_15_8	hERG blocker
seed_54_7	hERG non-blocker
seed_15_10	hERG non-blocker
seed_54_8	hERG non-blocker
seed_35_5	hERG non-blocker
seed_20_1	hERG blocker
seed_39_3	hERG non-blocker
seed_15_12	hERG non-blocker
seed_38_3	hERG non-blocker
seed_38_4	hERG non-blocker
seed_39_4	hERG non-blocker
seed_38_5	hERG non-blocker
seed_54_9	hERG non-blocker
seed_15_13	hERG non-blocker
seed_15_14	hERG non-blocker
seed_54_10	hERG non-blocker
seed_54_11	hERG non-blocker
seed_85_1	hERG non-blocker
seed_24_3	hERG non-blocker
seed_20_3	hERG non-blocker
seed_54_13	hERG non-blocker
seed_54_14	hERG non-blocker
seed_54_15	hERG non-blocker
seed_54_16	hERG blocker
seed_55_1	hERG non-blocker
seed_55_2	hERG non-blocker
seed_54_17	hERG non-blocker
seed_54_18	hERG non-blocker
seed_95_1	hERG non-blocker
seed_139_4	hERG non-blocker
seed_68_4	hERG non-blocker
seed_139_5	hERG non-blocker
seed_139_6	hERG non-blocker
seed_139_7	hERG non-blocker
seed_52_1	hERG non-blocker
seed_58_4	hERG non-blocker
seed_51_2	hERG non-blocker
seed_51_3	hERG blocker
seed_51_4	hERG blocker
seed_45_3	hERG non-blocker
seed_53_5	hERG blocker
seed_52_2	hERG non-blocker
seed_5_1	hERG non-blocker
seed_58_5	hERG blocker
seed_40_9	hERG blocker
seed_13_2	hERG blocker
seed_40_10	hERG non-blocker
seed_45_4	hERG non-blocker
seed_58_6	hERG non-blocker
seed_95_2	hERG blocker
seed_45_5	hERG non-blocker
seed_45_6	hERG non-blocker
seed_68_6	hERG non-blocker
seed_44_1	hERG non-blocker
seed_13_3	hERG blocker
seed_5_2	hERG blocker
seed_28_1	hERG blocker
seed_40_11	hERG blocker
seed_110_3	hERG non-blocker
seed_110_4	hERG non-blocker
seed_53_6	hERG non-blocker
seed_53_7	hERG non-blocker
seed_53_8	hERG non-blocker
seed_110_5	hERG non-blocker
seed_110_6	hERG non-blocker
seed_53_9	hERG non-blocker
seed_28_2	hERG non-blocker
seed_113_10	hERG blocker
seed_114_10	hERG non-blocker
seed_114_11	hERG non-blocker
seed_114_12	hERG non-blocker
seed_114_13	hERG non-blocker
seed_114_14	hERG non-blocker
seed_114_15	hERG non-blocker
seed_111_4	hERG blocker
seed_111_5	hERG non-blocker
seed_111_6	hERG blocker
seed_114_16	hERG non-blocker
seed_112_10	hERG non-blocker
seed_112_11	hERG non-blocker
seed_112_12	hERG non-blocker
seed_112_13	hERG non-blocker
seed_112_14	hERG non-blocker
seed_112_15	hERG non-blocker
seed_113_11	hERG non-blocker
seed_112_16	hERG non-blocker
seed_113_12	hERG non-blocker
seed_111_7	hERG non-blocker
seed_113_13	hERG non-blocker
seed_111_8	hERG non-blocker
seed_113_14	hERG non-blocker
seed_112_17	hERG non-blocker
seed_112_18	hERG blocker
seed_113_15	hERG non-blocker
seed_112_19	hERG non-blocker
seed_113_16	hERG non-blocker
seed_113_17	hERG non-blocker
seed_113_18	hERG non-blocker
seed_111_9	hERG blocker
seed_113_19	hERG non-blocker
seed_113_20	hERG blocker
seed_94_2	hERG non-blocker
seed_94_3	hERG non-blocker
seed_94_4	hERG non-blocker
seed_83_10	hERG non-blocker
seed_111_10	hERG blocker
seed_111_11	hERG blocker
seed_111_12	hERG blocker
seed_111_13	hERG blocker
seed_117_2	hERG blocker
seed_125_1	hERG blocker
seed_117_3	hERG blocker
seed_133_1	hERG non-blocker
seed_117_4	hERG blocker
seed_125_2	hERG blocker
seed_133_2	hERG non-blocker
seed_133_3	hERG blocker
seed_133_4	hERG non-blocker
seed_129_5	hERG non-blocker
seed_129_6	hERG non-blocker
seed_129_7	hERG blocker
seed_129_8	hERG non-blocker
seed_57_2	hERG non-blocker
seed_90_11	hERG non-blocker
seed_90_12	hERG non-blocker
seed_129_9	hERG non-blocker
seed_40_12	hERG blocker
seed_40_13	hERG non-blocker
seed_40_14	hERG non-blocker
seed_131_2	hERG blocker
seed_45_7	hERG non-blocker
seed_40_15	hERG blocker
seed_58_7	hERG non-blocker
seed_51_5	hERG non-blocker
seed_40_16	hERG non-blocker
seed_125_3	hERG blocker
seed_125_4	hERG blocker
seed_125_5	hERG blocker
seed_44_3	hERG blocker
seed_44_4	hERG non-blocker
seed_45_8	hERG non-blocker
seed_44_5	hERG blocker
seed_93_1	hERG non-blocker
seed_90_13	hERG non-blocker
seed_87_13	hERG non-blocker
seed_40_17	hERG non-blocker
seed_40_18	hERG non-blocker
seed_124_3	hERG non-blocker
seed_129_10	hERG blocker
seed_124_4	hERG non-blocker
seed_122_12	hERG non-blocker
seed_124_5	hERG non-blocker
seed_115_21	hERG non-blocker
seed_115_22	hERG non-blocker
seed_115_23	hERG blocker
seed_126_16	hERG blocker
seed_63_3	hERG non-blocker
seed_63_4	hERG non-blocker
seed_19_11	hERG blocker
seed_63_5	hERG non-blocker
seed_23_5	hERG non-blocker
seed_23_6	hERG non-blocker
seed_19_14	hERG non-blocker
seed_63_6	hERG non-blocker
seed_23_7	hERG non-blocker
seed_23_8	hERG non-blocker
seed_23_9	hERG non-blocker
seed_63_7	hERG non-blocker
seed_32_2	hERG non-blocker
seed_63_8	hERG non-blocker
seed_23_10	hERG blocker
seed_21_11	hERG blocker
seed_21_12	hERG non-blocker
seed_19_20	hERG non-blocker
seed_23_11	hERG non-blocker
seed_115_24	hERG non-blocker
seed_122_13	hERG non-blocker
seed_126_17	hERG blocker
seed_124_6	hERG non-blocker
seed_124_7	hERG non-blocker
seed_124_8	hERG non-blocker
seed_129_11	hERG non-blocker
seed_129_12	hERG non-blocker
seed_131_3	hERG non-blocker
seed_131_4	hERG non-blocker
seed_112_20	hERG non-blocker
seed_114_17	hERG non-blocker
seed_126_18	hERG non-blocker
seed_126_19	hERG non-blocker
seed_114_18	hERG non-blocker
seed_126_20	hERG non-blocker
seed_126_21	hERG non-blocker
seed_126_22	hERG non-blocker
seed_126_23	hERG non-blocker
seed_126_24	hERG non-blocker
seed_131_5	hERG non-blocker
seed_131_6	hERG non-blocker
seed_126_25	hERG non-blocker
seed_132_1	hERG blocker
seed_131_8	hERG blocker
seed_132_2	hERG non-blocker
seed_126_26	hERG non-blocker
seed_63_9	hERG non-blocker
seed_126_27	hERG non-blocker
seed_126_28	hERG blocker
seed_126_29	hERG non-blocker
seed_131_9	hERG non-blocker
seed_132_3	hERG non-blocker
seed_132_4	hERG non-blocker
seed_48_3	hERG non-blocker
seed_132_5	hERG non-blocker
seed_132_6	hERG blocker
seed_132_7	hERG non-blocker
seed_94_5	hERG non-blocker
seed_94_6	hERG blocker
seed_94_7	hERG blocker
seed_94_8	hERG blocker
seed_94_9	hERG non-blocker
seed_94_10	hERG blocker
seed_132_8	hERG blocker
seed_63_10	hERG non-blocker
seed_64_5	hERG non-blocker
seed_132_9	hERG non-blocker
seed_132_10	hERG non-blocker
seed_132_11	hERG non-blocker
seed_132_12	hERG blocker
seed_45_9	hERG non-blocker
seed_93_2	hERG blocker
seed_93_3	hERG non-blocker
seed_93_4	hERG non-blocker
seed_93_5	hERG non-blocker
seed_93_6	hERG non-blocker
seed_64_6	hERG non-blocker
seed_64_7	hERG non-blocker
seed_64_8	hERG non-blocker
seed_63_11	hERG blocker
seed_63_12	hERG non-blocker
seed_64_9	hERG non-blocker
seed_88_6	hERG non-blocker
seed_63_13	hERG non-blocker
seed_64_10	hERG non-blocker
seed_125_6	hERG non-blocker
seed_125_7	hERG blocker
seed_48_4	hERG non-blocker
seed_94_11	hERG non-blocker
seed_93_7	hERG blocker
seed_93_8	hERG blocker
seed_117_5	hERG blocker
seed_92_1	hERG blocker
seed_83_12	hERG blocker
seed_117_6	hERG non-blocker
seed_120_5	hERG blocker
seed_116_2	hERG non-blocker
seed_14_4	hERG non-blocker
seed_14_5	hERG non-blocker
seed_14_6	hERG non-blocker
seed_124_9	hERG non-blocker
seed_124_10	hERG non-blocker
seed_124_11	hERG non-blocker
seed_124_12	hERG non-blocker
seed_124_13	hERG non-blocker
seed_67_1	hERG non-blocker
seed_67_2	hERG blocker
seed_67_3	hERG blocker
seed_67_4	hERG blocker
seed_67_5	hERG blocker
seed_67_6	hERG non-blocker
seed_67_7	hERG non-blocker
seed_56_10	hERG non-blocker
seed_120_6	hERG blocker
seed_119_16	hERG non-blocker
seed_116_3	hERG blocker
seed_121_18	hERG blocker
seed_121_19	hERG blocker
seed_119_17	hERG blocker
seed_119_18	hERG non-blocker
seed_45_10	hERG blocker
seed_45_11	hERG blocker
seed_117_7	hERG blocker
seed_100_1	hERG blocker
seed_101_1	hERG blocker
seed_117_8	hERG blocker
seed_100_2	hERG blocker
seed_101_2	hERG blocker
seed_101_3	hERG blocker
seed_92_2	hERG non-blocker
seed_84_1	hERG blocker
seed_117_9	hERG non-blocker
seed_117_10	hERG blocker
seed_100_3	hERG blocker
seed_117_11	hERG blocker
seed_117_12	hERG blocker
seed_98_1	hERG non-blocker
seed_112_21	hERG blocker
seed_113_21	hERG blocker
seed_111_14	hERG blocker
seed_111_15	hERG blocker
seed_111_16	hERG blocker
seed_111_17	hERG blocker
seed_111_18	hERG blocker
seed_111_19	hERG blocker
seed_111_20	hERG non-blocker
seed_113_22	hERG blocker
seed_32_3	hERG blocker
seed_15_16	hERG blocker
seed_113_23	hERG blocker
seed_113_24	hERG blocker
seed_111_21	hERG blocker
seed_88_7	hERG non-blocker
seed_127_6	hERG blocker
seed_54_19	hERG non-blocker
seed_32_4	hERG non-blocker
seed_40_19	hERG non-blocker
seed_111_22	hERG blocker
seed_101_4	hERG blocker
seed_101_5	hERG blocker
seed_100_4	hERG blocker
seed_92_3	hERG blocker
seed_37_8	hERG blocker
seed_39_5	hERG blocker
seed_98_2	hERG blocker
seed_101_6	hERG non-blocker
seed_101_7	hERG non-blocker
seed_32_5	hERG blocker
seed_101_8	hERG blocker
seed_100_6	hERG blocker
seed_101_9	hERG blocker
seed_84_2	hERG blocker
seed_100_7	hERG blocker
seed_101_10	hERG blocker
seed_40_20	hERG blocker
seed_32_6	hERG non-blocker
seed_63_14	hERG blocker
seed_63_15	hERG non-blocker
seed_32_7	hERG blocker
seed_15_17	hERG blocker
seed_32_8	hERG blocker
seed_32_9	hERG non-blocker
seed_109_3	hERG non-blocker
seed_109_4	hERG non-blocker
seed_108_2	hERG blocker
seed_32_10	hERG blocker
seed_108_3	hERG blocker
seed_32_11	hERG non-blocker
seed_32_12	hERG non-blocker
seed_54_20	hERG non-blocker
seed_54_21	hERG non-blocker
seed_54_22	hERG non-blocker
seed_39_6	hERG non-blocker
seed_82_1	hERG non-blocker
seed_15_20	hERG non-blocker
seed_8_2	hERG non-blocker
seed_127_7	hERG non-blocker
seed_103_4	hERG blocker
seed_39_7	hERG blocker
seed_39_8	hERG blocker
seed_128_3	hERG blocker
seed_100_8	hERG blocker
seed_101_11	hERG blocker
seed_95_3	hERG blocker
seed_113_25	hERG non-blocker
seed_53_10	hERG blocker
seed_53_11	hERG non-blocker
seed_97_1	hERG non-blocker
seed_96_1	hERG blocker
seed_61_4	hERG non-blocker
seed_109_5	hERG blocker
seed_15_21	hERG non-blocker
seed_16_5	hERG non-blocker
seed_20_4	hERG non-blocker
seed_39_9	hERG non-blocker
seed_85_2	hERG non-blocker
seed_65_2	hERG non-blocker
seed_65_3	hERG non-blocker
seed_39_10	hERG non-blocker
seed_15_22	hERG non-blocker
seed_108_4	hERG non-blocker
seed_85_3	hERG non-blocker
seed_85_4	hERG blocker
seed_85_5	hERG non-blocker
seed_85_6	hERG blocker
seed_83_13	hERG non-blocker
seed_84_3	hERG non-blocker
seed_104_3	hERG non-blocker
seed_83_14	hERG blocker
seed_101_12	hERG blocker
seed_84_4	hERG blocker
seed_84_5	hERG non-blocker
seed_0_4	hERG non-blocker
seed_84_6	hERG blocker
seed_8_3	hERG blocker
seed_0_5	hERG blocker
seed_0_6	hERG non-blocker
seed_135_1	hERG blocker
seed_39_11	hERG non-blocker
seed_65_4	hERG blocker
seed_65_5	hERG blocker
seed_66_10	hERG non-blocker
seed_66_11	hERG blocker
seed_32_13	hERG non-blocker
seed_39_12	hERG blocker
seed_39_13	hERG non-blocker
seed_65_6	hERG blocker
seed_108_5	hERG blocker
seed_16_6	hERG non-blocker
seed_39_14	hERG blocker
seed_39_15	hERG non-blocker
seed_39_16	hERG blocker
seed_39_17	hERG blocker
seed_39_18	hERG non-blocker
seed_15_23	hERG blocker
seed_85_7	hERG blocker
seed_39_19	hERG blocker
seed_135_2	hERG blocker
seed_85_9	hERG blocker
seed_39_20	hERG blocker
seed_13_4	hERG blocker
seed_101_13	hERG blocker
seed_39_21	hERG blocker
seed_135_3	hERG blocker
seed_39_22	hERG non-blocker
seed_38_6	hERG non-blocker
seed_38_7	hERG blocker
seed_135_4	hERG blocker
seed_33_3	hERG non-blocker
seed_55_3	hERG blocker
seed_55_4	hERG non-blocker
seed_55_5	hERG non-blocker
seed_55_6	hERG non-blocker
seed_55_7	hERG non-blocker
seed_28_3	hERG non-blocker
seed_33_4	hERG non-blocker
seed_8_5	hERG blocker
seed_13_5	hERG blocker
seed_135_5	hERG blocker
seed_83_15	hERG blocker
seed_84_7	hERG non-blocker
seed_117_13	hERG non-blocker
seed_98_4	hERG non-blocker
seed_8_6	hERG non-blocker
seed_8_7	hERG non-blocker
seed_99_1	hERG non-blocker
seed_99_2	hERG blocker
seed_98_5	hERG non-blocker
seed_95_7	hERG blocker
seed_99_3	hERG non-blocker
seed_92_4	hERG blocker
seed_102_9	hERG blocker
seed_104_4	hERG blocker
seed_104_5	hERG blocker
seed_32_14	hERG non-blocker
seed_62_3	hERG non-blocker
seed_109_6	hERG blocker
seed_135_6	hERG non-blocker
seed_128_4	hERG blocker
seed_103_5	hERG blocker
seed_102_10	hERG blocker
seed_7_1	hERG blocker
seed_135_7	hERG blocker
seed_59_11	hERG blocker
seed_0_7	hERG blocker
seed_33_5	hERG blocker
seed_0_8	hERG blocker
seed_104_6	hERG non-blocker
seed_104_7	hERG blocker
seed_53_12	hERG blocker
seed_103_6	hERG blocker
seed_104_8	hERG blocker
seed_127_8	hERG blocker
seed_104_9	hERG blocker
seed_127_9	hERG blocker
seed_104_10	hERG blocker
seed_83_16	hERG blocker
seed_104_11	hERG blocker
seed_96_3	hERG non-blocker
seed_104_12	hERG blocker
seed_84_9	hERG blocker
seed_125_8	hERG blocker
seed_8_8	hERG blocker
seed_92_5	hERG blocker
seed_104_13	hERG non-blocker
seed_41_1	hERG blocker
seed_7_3	hERG blocker
seed_33_6	hERG blocker
seed_41_2	hERG non-blocker
seed_97_2	hERG blocker
seed_92_6	hERG blocker
seed_7_4	hERG blocker
seed_40_21	hERG blocker
seed_97_3	hERG non-blocker
seed_92_7	hERG blocker
seed_125_9	hERG non-blocker
seed_83_17	hERG blocker
seed_94_12	hERG blocker
seed_84_10	hERG blocker
seed_8_9	hERG blocker
seed_62_4	hERG non-blocker
seed_109_7	hERG blocker
seed_102_11	hERG blocker
seed_84_11	hERG non-blocker
seed_7_5	hERG non-blocker
seed_7_6	hERG blocker
seed_128_5	hERG blocker
seed_13_7	hERG non-blocker
seed_41_3	hERG non-blocker
seed_41_4	hERG blocker
seed_41_5	hERG blocker
seed_41_6	hERG non-blocker
seed_43_1	hERG blocker
seed_32_15	hERG blocker
seed_32_16	hERG non-blocker
seed_128_6	hERG blocker
seed_135_8	hERG blocker
seed_33_7	hERG non-blocker
seed_41_7	hERG non-blocker
seed_41_8	hERG non-blocker
seed_41_9	hERG non-blocker
seed_41_10	hERG non-blocker
seed_98_7	hERG non-blocker
seed_27_1	hERG non-blocker
seed_98_8	hERG blocker
seed_41_11	hERG blocker
seed_33_8	hERG blocker
seed_33_9	hERG blocker
seed_61_5	hERG blocker
seed_79_2	hERG blocker
seed_61_6	hERG blocker
seed_135_9	hERG blocker
seed_135_10	hERG non-blocker
seed_135_11	hERG non-blocker
seed_135_12	hERG non-blocker
seed_110_7	hERG non-blocker
seed_30_4	hERG non-blocker
seed_6_6	hERG non-blocker
seed_135_13	hERG non-blocker
seed_53_13	hERG blocker
seed_53_14	hERG blocker
seed_61_7	hERG blocker
seed_30_5	hERG blocker
seed_137_1	hERG non-blocker
seed_61_8	hERG non-blocker
seed_135_14	hERG blocker
seed_137_2	hERG non-blocker
seed_5_4	hERG non-blocker
seed_55_8	hERG blocker
seed_55_9	hERG non-blocker
seed_55_10	hERG non-blocker
seed_55_11	hERG non-blocker
seed_111_23	hERG non-blocker
seed_57_3	hERG non-blocker
seed_57_4	hERG non-blocker
seed_57_5	hERG blocker
seed_57_6	hERG non-blocker
seed_57_7	hERG blocker
seed_57_8	hERG non-blocker
seed_57_9	hERG non-blocker
seed_57_10	hERG non-blocker
seed_57_11	hERG non-blocker
seed_57_12	hERG blocker
seed_57_13	hERG blocker
seed_90_14	hERG non-blocker
seed_90_15	hERG non-blocker
seed_21_13	hERG blocker
seed_122_15	hERG blocker
seed_122_16	hERG blocker
seed_97_5	hERG blocker
seed_63_16	hERG blocker
seed_94_13	hERG blocker
seed_94_14	hERG blocker
seed_122_17	hERG blocker
seed_63_17	hERG blocker
seed_94_15	hERG blocker
seed_111_24	hERG blocker
seed_64_11	hERG blocker
seed_60_2	hERG non-blocker
seed_111_25	hERG blocker
seed_111_26	hERG blocker
seed_111_27	hERG blocker
seed_112_22	hERG blocker
seed_133_5	hERG non-blocker
seed_111_28	hERG non-blocker
seed_111_29	hERG blocker
seed_132_13	hERG non-blocker
seed_113_26	hERG blocker
seed_120_7	hERG blocker
seed_119_19	hERG blocker
seed_120_8	hERG blocker
seed_119_20	hERG blocker
seed_120_9	hERG non-blocker
